person_id,best_name,dob,doc_count,resolution_confidence,review_status,exposed_ssn,exposed_dob,exposed_dl_number,exposed_passport_number,exposed_financial_account,exposed_card_number,exposed_medical,exposed_login_credentials,exposed_home_address,exposed_phone,exposed_email,evidence_ssn,evidence_dob,evidence_dl_number,evidence_passport_number,evidence_financial_account,evidence_card_number,evidence_medical,evidence_login_credentials,evidence_home_address,evidence_phone,evidence_email
RES_0092,Joshua Donovan,1983-04-06,4,0.9,auto_accepted,1,1,0,0,0,1,1,1,1,1,1,DOC_0329;DOC_0368;DOC_0376,DOC_0329;DOC_0368;DOC_0376,,,,DOC_0368;DOC_0376,DOC_0329;DOC_0376,DOC_0225,DOC_0368,DOC_0225;DOC_0329;DOC_0368,DOC_0368
RES_0093,Curtis Mcguire,1980-07-20,2,0.9,auto_accepted,1,1,0,0,0,1,0,1,1,1,1,DOC_0365,DOC_0365,,,,DOC_0365,,DOC_0227,DOC_0227;DOC_0365,DOC_0227;DOC_0365,DOC_0365
RES_0094,Donna Thomas,1974-06-13,5,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0365;DOC_0373;DOC_0374;DOC_0375,DOC_0233;DOC_0365;DOC_0373;DOC_0374;DOC_0375,,,,DOC_0365;DOC_0373;DOC_0374;DOC_0375,DOC_0373;DOC_0374;DOC_0375,,DOC_0365,DOC_0233;DOC_0365,DOC_0233;DOC_0365
RES_0095,Gwendolyn Wilson,1940-08-07,7,0.6,needs_review,1,1,0,0,0,1,1,1,1,1,1,DOC_0237;DOC_0365;DOC_0368;DOC_0369;DOC_0371;DOC_0375,DOC_0236;DOC_0365;DOC_0368;DOC_0369;DOC_0371;DOC_0375,,,,DOC_0365;DOC_0368;DOC_0369;DOC_0371;DOC_0375,DOC_0371;DOC_0375,DOC_0237,DOC_0236;DOC_0237;DOC_0365;DOC_0368;DOC_0369,DOC_0236;DOC_0365;DOC_0368;DOC_0369,DOC_0236;DOC_0365;DOC_0368;DOC_0369
RES_0096,Nicholas Ruiz,1985-05-28,2,0.6,needs_review,1,1,0,0,0,1,1,1,1,1,0,DOC_0376,DOC_0376,,,,DOC_0376,DOC_0376,DOC_0240,DOC_0240,DOC_0240,
RES_0097,Cathy Gray,1987-01-30,4,0.9,auto_accepted,1,1,0,0,0,1,1,1,1,1,1,DOC_0242;DOC_0365;DOC_0373;DOC_0465,DOC_0365;DOC_0373;DOC_0465,,,,DOC_0365;DOC_0373,DOC_0373,DOC_0242,DOC_0365,DOC_0365;DOC_0465,DOC_0365;DOC_0465
RES_0098,Joe Alexander,1992-07-24,3,0.6,needs_review,1,1,0,0,0,1,1,1,1,1,1,DOC_0365;DOC_0375,DOC_0365;DOC_0375,,,,DOC_0365;DOC_0375,DOC_0375,DOC_0245,DOC_0365,DOC_0245;DOC_0365,DOC_0365
RES_0099,"Ashley Morris
We",1958-08-01,5,0.6,needs_review,1,1,1,0,0,1,1,1,1,1,1,DOC_0248;DOC_0365;DOC_0370;DOC_0371,DOC_0365;DOC_0370;DOC_0371,DOC_0248,,,DOC_0365;DOC_0370;DOC_0371,DOC_0371,DOC_0247,DOC_0365;DOC_0370,DOC_0247;DOC_0365;DOC_0370,DOC_0365;DOC_0370
RES_0100,Sarah Buck,1942-05-02,2,0.6,needs_review,1,1,0,0,0,1,0,1,1,1,1,DOC_0365,DOC_0365,,,,DOC_0365,,DOC_0249,DOC_0249;DOC_0365,DOC_0249;DOC_0365,DOC_0365
RES_0101,Rebecca Gomez,,1,0.9,auto_accepted,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,DOC_0251,,DOC_0251,
RES_0102,Lacey Williams,1959-11-06,3,0.9,auto_accepted,1,1,0,0,0,1,0,1,1,1,1,DOC_0255;DOC_0365;DOC_0368,DOC_0365;DOC_0368,,,,DOC_0365;DOC_0368,,DOC_0255,DOC_0255;DOC_0365;DOC_0368,DOC_0365;DOC_0368,DOC_0365;DOC_0368
RES_0103,"Benjamin Barker
We",1981-04-23,3,0.9,auto_accepted,1,1,1,0,0,1,1,0,1,1,1,DOC_0256;DOC_0365;DOC_0372,DOC_0365;DOC_0372,DOC_0256,,,DOC_0365;DOC_0372,DOC_0372,,DOC_0256;DOC_0365,DOC_0365,DOC_0365
RES_0104,Anita Cuevas,2004-06-23,4,0.6,needs_review,1,1,0,0,0,1,1,1,1,1,1,DOC_0365;DOC_0374;DOC_0375,DOC_0365;DOC_0374;DOC_0375,,,,DOC_0365;DOC_0374;DOC_0375,DOC_0374;DOC_0375,DOC_0259,DOC_0365,DOC_0259;DOC_0365,DOC_0365
RES_0105,Mary Miller,2003-11-09,3,0.6,needs_review,1,1,0,0,0,1,1,1,1,1,1,DOC_0365;DOC_0372,DOC_0365;DOC_0372,,,,DOC_0365;DOC_0372,DOC_0372,DOC_0261,DOC_0261;DOC_0365,DOC_0261;DOC_0365,DOC_0365
RES_0106,Charlotte Tate,1965-09-12,3,0.6,needs_review,1,1,0,0,0,1,1,1,1,1,1,DOC_0370;DOC_0376,DOC_0370;DOC_0376,,,,DOC_0370;DOC_0376,DOC_0376,DOC_0263,DOC_0370,DOC_0263;DOC_0370,DOC_0370
RES_0107,Robert A.,1958-10-03,1,0.9,auto_accepted,0,1,0,0,0,0,0,0,0,1,1,,DOC_0266,,,,,,,,DOC_0266,DOC_0266
RES_0108,Karen Barnes,1981-05-06,3,0.9,auto_accepted,1,1,0,0,0,1,1,1,1,1,1,DOC_0268;DOC_0352;DOC_0365,DOC_0352;DOC_0365,,,,DOC_0365,DOC_0352,DOC_0268,DOC_0365,DOC_0352;DOC_0365,DOC_0365
RES_0109,Antonio Rhodes,1999-07-23,3,0.6,needs_review,1,1,0,0,0,1,1,1,0,1,1,DOC_0372,DOC_0372,,,,DOC_0372,DOC_0372,DOC_0271,,DOC_0271;DOC_0424,DOC_0424
RES_0110,Melissa Aguilar,1950-09-07,2,0.9,auto_accepted,0,1,0,0,0,0,0,1,0,1,1,,DOC_0272,,,,,,DOC_0273,,DOC_0272;DOC_0273,DOC_0272
RES_0111,Jeremy Willis,1980-02-15,7,0.6,needs_review,1,1,0,0,0,1,1,1,1,1,1,DOC_0374;DOC_0375,DOC_0276;DOC_0374;DOC_0375;DOC_0471,,,,DOC_0374;DOC_0375,DOC_0374;DOC_0375,DOC_0275;DOC_0289,DOC_0275;DOC_0276,DOC_0275;DOC_0276;DOC_0289;DOC_0471;DOC_0472,DOC_0276;DOC_0471;DOC_0472
RES_0112,John Armstrong,1992-06-19,6,0.6,needs_review,1,1,0,0,0,1,1,1,1,1,1,DOC_0281;DOC_0365;DOC_0367;DOC_0369;DOC_0376,DOC_0365;DOC_0367;DOC_0369;DOC_0376,,,,DOC_0365;DOC_0367;DOC_0369;DOC_0376,DOC_0376,DOC_0280;DOC_0281,DOC_0365;DOC_0367;DOC_0369,DOC_0280;DOC_0365;DOC_0367;DOC_0369,DOC_0365;DOC_0367;DOC_0369
RES_0113,Emily Nguyen,1971-09-22,3,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0365;DOC_0369,DOC_0282;DOC_0365;DOC_0369,,,,DOC_0365;DOC_0369,,,DOC_0365;DOC_0369,DOC_0282;DOC_0365;DOC_0369,DOC_0282;DOC_0365;DOC_0369
RES_0114,Stephanie Hill,1984-08-13,3,0.6,needs_review,1,1,0,0,0,1,1,1,1,1,1,DOC_0371;DOC_0415,DOC_0371;DOC_0415,,,,DOC_0371,DOC_0371,DOC_0283,DOC_0283,DOC_0283,DOC_0415
RES_0115,"Kristen Dixon
We",1953-09-01,3,0.9,auto_accepted,1,1,1,0,0,1,0,0,1,1,1,DOC_0292;DOC_0365;DOC_0474,DOC_0365;DOC_0474,DOC_0292,,,DOC_0365,,,DOC_0365,DOC_0365,DOC_0365;DOC_0474
RES_0116,Desiree Hernandez,1967-04-15,4,0.6,needs_review,1,1,0,0,0,1,0,1,1,1,1,DOC_0370,DOC_0370;DOC_0457,,,,DOC_0370,,DOC_0294,DOC_0294;DOC_0370;DOC_0457;DOC_0476,DOC_0294;DOC_0370;DOC_0457;DOC_0476,DOC_0370;DOC_0457;DOC_0476
RES_0117,"Jennifer Carter
Date",1940-09-13,8,0.6,needs_review,1,1,0,0,0,1,1,1,1,1,1,DOC_0300;DOC_0313;DOC_0373,DOC_0300;DOC_0313;DOC_0373;DOC_0455;DOC_0477,,,,DOC_0373,DOC_0300;DOC_0313;DOC_0373,DOC_0295,DOC_0300;DOC_0455,DOC_0295;DOC_0300;DOC_0313;DOC_0390;DOC_0455;DOC_0477;DOC_0478,DOC_0390;DOC_0455;DOC_0477;DOC_0478
RES_0118,Lynn Hurley,1958-05-18,4,0.6,needs_review,1,1,0,0,0,0,0,1,1,1,1,DOC_0297,DOC_0481,,,,,,DOC_0297;DOC_0298,DOC_0297;DOC_0298;DOC_0481;DOC_0482,DOC_0298;DOC_0481;DOC_0482,DOC_0481;DOC_0482
RES_0119,"Jason Hahn
Date",1950-12-01,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0299,DOC_0299,,,,,DOC_0299,,DOC_0299,DOC_0299,
RES_0120,"Evelyn Hunter
Date",1958-06-20,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0305,DOC_0305,,,,,DOC_0305,,DOC_0305,DOC_0305,
RES_0121,"Brenda Goodwin
Date",1989-01-22,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0306,DOC_0306,,,,,DOC_0306,,DOC_0306,DOC_0306,
RES_0122,"Jasmine House
Date",1970-05-15,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0307,DOC_0307,,,,,DOC_0307,,DOC_0307,DOC_0307,
RES_0123,"Cody Chang
Date",1943-09-19,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0312,DOC_0312,,,,,DOC_0312,,DOC_0312,DOC_0312,
RES_0124,"Natalie Pittman
Date",2000-02-06,4,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0314;DOC_0368;DOC_0374;DOC_0375,DOC_0314;DOC_0368;DOC_0374;DOC_0375,,,,DOC_0368;DOC_0374;DOC_0375,DOC_0314;DOC_0374;DOC_0375,,DOC_0314;DOC_0368,DOC_0314;DOC_0368,DOC_0368
RES_0125,"Susan Kaufman
Date",1950-04-12,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0315,DOC_0315,,,,,DOC_0315,,DOC_0315,DOC_0315,
RES_0126,"Wendy Gonzalez
Date",1984-07-10,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0317,DOC_0317,,,,,DOC_0317,,DOC_0317,DOC_0317,
RES_0127,"Anna Lopez
Date",2007-10-13,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0322,DOC_0322,,,,,DOC_0322,,DOC_0322,DOC_0322,
RES_0128,Barbara Higgins,1966-09-15,2,0.9,auto_accepted,1,1,0,0,0,1,1,0,0,1,0,DOC_0323;DOC_0371,DOC_0323;DOC_0371,,,,DOC_0371,DOC_0323;DOC_0371,,,DOC_0323,
RES_0129,Lynn Hurley,1986-08-12,4,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0324;DOC_0365;DOC_0368;DOC_0461,DOC_0324;DOC_0365;DOC_0368;DOC_0461,,,,DOC_0365;DOC_0368,DOC_0324,,DOC_0365;DOC_0368,DOC_0324;DOC_0365;DOC_0368,DOC_0365;DOC_0368;DOC_0461
RES_0130,"Valerie Gray
Date",1967-02-19,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0326,DOC_0326,,,,,DOC_0326,,DOC_0326,DOC_0326,
RES_0131,"Nicole Humphrey
Date",1958-07-23,3,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0327;DOC_0365,DOC_0327;DOC_0365;DOC_0430,,,,DOC_0365;DOC_0430,DOC_0327,,DOC_0327;DOC_0365,DOC_0327;DOC_0365;DOC_0430,DOC_0365;DOC_0430
RES_0132,"Thomas Atkinson
Date",1961-01-17,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0330,DOC_0330,,,,,DOC_0330,,DOC_0330,DOC_0330,
RES_0133,"Harry Knox
Date",1984-06-10,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0331,DOC_0331,,,,,DOC_0331,,DOC_0331,DOC_0331,
RES_0134,"Lynn Hurley
Date",1958-05-18,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0334,DOC_0334,,,,,DOC_0334,,DOC_0334,DOC_0334,
RES_0135,"Sarah Hill
Date",1996-05-29,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,0,1,0,DOC_0335,DOC_0335,,,,,DOC_0335,,,DOC_0335,
RES_0136,Kristi Phelps,1982-01-31,3,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0336;DOC_0365;DOC_0370,DOC_0336;DOC_0365;DOC_0370,,,,DOC_0365;DOC_0370,DOC_0336,,DOC_0365;DOC_0370,DOC_0336;DOC_0365;DOC_0370,DOC_0365;DOC_0370
RES_0137,"Jesse Little
Date",1969-07-23,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0338,DOC_0338,,,,,DOC_0338,,DOC_0338,DOC_0338,
RES_0138,Thomas Vaughan,2003-04-29,2,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0339;DOC_0366,DOC_0339;DOC_0366,,,,DOC_0366,DOC_0339,,DOC_0366,DOC_0339;DOC_0366,DOC_0366
RES_0139,"Karen Shaw
Date",1941-11-12,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0342,DOC_0342,,,,,DOC_0342,,DOC_0342,DOC_0342,
RES_0140,Patrick Griffin,1958-10-02,5,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0343;DOC_0365;DOC_0372;DOC_0374;DOC_0375,DOC_0343;DOC_0365;DOC_0372;DOC_0374;DOC_0375,,,,DOC_0365;DOC_0372;DOC_0374;DOC_0375,DOC_0343;DOC_0372;DOC_0374;DOC_0375,,DOC_0365,DOC_0343;DOC_0365,DOC_0365
RES_0141,"Jeremy Willis
Date",1980-02-15,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0344,DOC_0344,,,,,DOC_0344,,DOC_0344,DOC_0344,
RES_0142,Joshua Evans,1993-10-26,2,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,1,DOC_0347;DOC_0448,DOC_0347;DOC_0448,,,,,DOC_0347,,DOC_0347,DOC_0347,DOC_0448
RES_0143,"Chad Jones
Date",1957-04-10,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0348,DOC_0348,,,,,DOC_0348,,DOC_0348,DOC_0348,
RES_0144,"Jesse Little
Date",1971-11-06,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0350,DOC_0350,,,,,DOC_0350,,DOC_0350,DOC_0350,
RES_0145,"Tamara Phillips
Date",1952-08-29,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0351,DOC_0351,,,,,DOC_0351,,DOC_0351,DOC_0351,
RES_0146,"Ricardo Palmer
Date",1989-11-14,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0357,DOC_0357,,,,,DOC_0357,,DOC_0357,DOC_0357,
RES_0147,"John Stevenson
Date",2005-04-03,1,0.9,auto_accepted,1,1,0,0,0,0,1,0,1,1,0,DOC_0358,DOC_0358,,,,,DOC_0358,,DOC_0358,DOC_0358,
RES_0148,"Robin Torres
Caroline",1972-05-04,1,0.9,auto_accepted,1,1,0,0,0,0,0,0,0,1,0,DOC_0359,DOC_0359,,,,,,,,DOC_0359,
RES_0149,"Cathy Gray
Ashley",1987-01-30,1,0.9,auto_accepted,1,1,0,0,0,0,0,0,0,1,0,DOC_0360,DOC_0360,,,,,,,,DOC_0360,
RES_0150,"Lisa Peck
Lauren",1989-08-19,1,0.9,auto_accepted,1,1,0,0,0,0,0,0,0,1,0,DOC_0361,DOC_0361,,,,,,,,DOC_0361,
RES_0151,"Monica Hall
Joseph",2005-01-08,1,0.9,auto_accepted,1,1,0,0,0,0,0,0,0,1,0,DOC_0362,DOC_0362,,,,,,,,DOC_0362,
RES_0152,"Anna Nelson
Tamara",1948-01-09,1,0.9,auto_accepted,1,1,0,0,0,0,0,0,0,1,0,DOC_0363,DOC_0363,,,,,,,,DOC_0363,
RES_0153,"Kristen Dixon
Robin",1953-09-01,1,0.9,auto_accepted,1,1,0,0,0,1,0,0,0,1,0,DOC_0364,DOC_0364,,,,DOC_0364,,,,DOC_0364,
RES_0154,Stacy Hull,1968-01-11,2,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0365,DOC_0365;DOC_0420,,,,DOC_0365;DOC_0420,,,DOC_0365,DOC_0365;DOC_0420,DOC_0365;DOC_0420
RES_0155,Russell Smith,1958-03-11,4,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0365;DOC_0366;DOC_0375;DOC_0442,DOC_0365;DOC_0366;DOC_0375;DOC_0442,,,,DOC_0365;DOC_0366;DOC_0375,DOC_0375,,DOC_0365;DOC_0366,DOC_0365;DOC_0366;DOC_0442,DOC_0365;DOC_0366;DOC_0442
RES_0156,Miranda Stevens,1944-01-01,1,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0365,DOC_0365,,,,DOC_0365,,,DOC_0365,DOC_0365,DOC_0365
RES_0157,Katie Dawson,1964-08-07,2,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0365;DOC_0372,DOC_0365;DOC_0372,,,,DOC_0365;DOC_0372,DOC_0372,,DOC_0365,DOC_0365,DOC_0365
RES_0158,Sergio Harris,2000-04-05,2,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0365;DOC_0427,DOC_0365;DOC_0427,,,,DOC_0365,,,DOC_0365,DOC_0365,DOC_0365;DOC_0427
RES_0159,Bryce Hughes,1972-11-18,1,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0365,DOC_0365,,,,DOC_0365,,,DOC_0365,DOC_0365,DOC_0365
RES_0160,Cody Zuniga,1972-10-09,2,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0365;DOC_0372,DOC_0365;DOC_0372,,,,DOC_0365;DOC_0372,DOC_0372,,DOC_0365,DOC_0365,DOC_0365
RES_0161,Robert Anderson,1958-10-03,2,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0365;DOC_0373,DOC_0365;DOC_0373,,,,DOC_0365;DOC_0373,DOC_0373,,DOC_0365,DOC_0365,DOC_0365
RES_0162,Sharon Torres,1956-12-04,4,0.6,needs_review,1,1,0,0,0,1,1,0,1,1,1,DOC_0365;DOC_0374,DOC_0365;DOC_0374,,,,DOC_0365;DOC_0374,DOC_0374,,DOC_0365,DOC_0365;DOC_0389;DOC_0459,DOC_0365;DOC_0389;DOC_0459
RES_0163,Morgan Carroll,1949-03-31,4,0.6,needs_review,1,1,0,0,0,1,1,0,1,1,1,DOC_0365;DOC_0372;DOC_0374,DOC_0365;DOC_0372;DOC_0374,,,,DOC_0365;DOC_0372;DOC_0374,DOC_0372;DOC_0374,,DOC_0365,DOC_0365;DOC_0464,DOC_0365;DOC_0464
RES_0164,Patrick White,1956-06-29,3,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0365;DOC_0372;DOC_0373,DOC_0365;DOC_0372;DOC_0373,,,,DOC_0365;DOC_0372;DOC_0373,DOC_0372;DOC_0373,,DOC_0365,DOC_0365,DOC_0365
RES_0165,Valerie Gray,1967-02-19,3,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0365;DOC_0367,DOC_0365;DOC_0367;DOC_0452,,,,DOC_0365;DOC_0367;DOC_0452,,,DOC_0365;DOC_0367,DOC_0365;DOC_0367;DOC_0452,DOC_0365;DOC_0367;DOC_0452
RES_0166,Diamond Ray,1970-08-24,6,0.9,auto_accepted,1,1,0,0,0,1,1,1,1,1,1,DOC_0365;DOC_0366;DOC_0370;DOC_0371;DOC_0432;DOC_0520,DOC_0365;DOC_0366;DOC_0370;DOC_0371;DOC_0432,,,,DOC_0365;DOC_0366;DOC_0370;DOC_0371,DOC_0371,DOC_0520,DOC_0365;DOC_0366;DOC_0370,DOC_0365;DOC_0366;DOC_0370;DOC_0432,DOC_0365;DOC_0366;DOC_0370;DOC_0432
RES_0167,Rachel Moyer,1977-04-21,2,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0365;DOC_0367,DOC_0365;DOC_0367,,,,DOC_0365;DOC_0367,,,DOC_0365;DOC_0367,DOC_0365;DOC_0367,DOC_0365;DOC_0367
RES_0168,Kathleen Edwards,1972-04-11,4,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0365;DOC_0368;DOC_0370,DOC_0365;DOC_0368;DOC_0370;DOC_0436,,,,DOC_0365;DOC_0368;DOC_0370,,,DOC_0365;DOC_0368;DOC_0370,DOC_0365;DOC_0368;DOC_0370;DOC_0436,DOC_0365;DOC_0368;DOC_0370;DOC_0436
RES_0169,Jeremy Willis,1999-04-25,2,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0365;DOC_0433,DOC_0365;DOC_0433,,,,DOC_0365,,,DOC_0365,DOC_0365,DOC_0365;DOC_0433
RES_0170,Sharon Torres,1953-05-25,4,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0365;DOC_0367;DOC_0372;DOC_0376,DOC_0365;DOC_0367;DOC_0372;DOC_0376,,,,DOC_0365;DOC_0367;DOC_0372;DOC_0376,DOC_0372;DOC_0376,,DOC_0365;DOC_0367,DOC_0365;DOC_0367,DOC_0365;DOC_0367
RES_0171,Anne Shelton,1962-07-11,4,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0365;DOC_0367;DOC_0373;DOC_0375,DOC_0365;DOC_0367;DOC_0373;DOC_0375,,,,DOC_0365;DOC_0367;DOC_0373;DOC_0375,DOC_0373;DOC_0375,,DOC_0365;DOC_0367,DOC_0365;DOC_0367,DOC_0365;DOC_0367
RES_0172,Jason Hahn,2000-03-10,2,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0365;DOC_0374,DOC_0365;DOC_0374,,,,DOC_0365;DOC_0374,DOC_0374,,DOC_0365,DOC_0365,DOC_0365
RES_0173,Daniel Perez,1953-02-24,3,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0365;DOC_0373;DOC_0374,DOC_0365;DOC_0373;DOC_0374,,,,DOC_0365;DOC_0373;DOC_0374,DOC_0373;DOC_0374,,DOC_0365,DOC_0365,DOC_0365
RES_0174,Joseph Marshall,2004-11-13,3,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0365;DOC_0366,DOC_0365;DOC_0366;DOC_0405,,,,DOC_0365;DOC_0366,,,DOC_0365;DOC_0366;DOC_0405,DOC_0365;DOC_0366;DOC_0405,DOC_0365;DOC_0366;DOC_0405
RES_0175,Joshua Jones,1993-03-08,3,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0365;DOC_0368;DOC_0386,DOC_0365;DOC_0368;DOC_0386,,,,DOC_0365;DOC_0368,,,DOC_0365;DOC_0368,DOC_0365;DOC_0368,DOC_0365;DOC_0368;DOC_0386
RES_0176,Monica Hall,2005-01-08,5,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0365;DOC_0367;DOC_0371;DOC_0373;DOC_0412,DOC_0365;DOC_0367;DOC_0371;DOC_0373;DOC_0412,,,,DOC_0365;DOC_0367;DOC_0371;DOC_0373,DOC_0371;DOC_0373,,DOC_0365;DOC_0367,DOC_0365;DOC_0367;DOC_0412,DOC_0365;DOC_0367;DOC_0412
RES_0177,Order Ref 743-79-1586,,1,0.9,auto_accepted,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
RES_0178,Nicholas Garrett,1985-05-28,1,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0366,DOC_0366,,,,DOC_0366,,,DOC_0366,DOC_0366,DOC_0366
RES_0179,Aaron Myers,2003-08-07,5,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0366;DOC_0368;DOC_0374;DOC_0376;DOC_0453,DOC_0366;DOC_0368;DOC_0374;DOC_0376;DOC_0453,,,,DOC_0366;DOC_0368;DOC_0374;DOC_0376,DOC_0374;DOC_0376,,DOC_0366;DOC_0368,DOC_0366;DOC_0368,DOC_0366;DOC_0368;DOC_0453
RES_0180,Randy Sanchez,2006-06-23,2,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0366;DOC_0376,DOC_0366;DOC_0376,,,,DOC_0366;DOC_0376,DOC_0376,,DOC_0366,DOC_0366,DOC_0366
RES_0181,Carly Preston,1990-07-18,2,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0366;DOC_0374,DOC_0366;DOC_0374,,,,DOC_0366;DOC_0374,DOC_0374,,DOC_0366,DOC_0366,DOC_0366
RES_0182,Jennifer Carter,1980-09-21,2,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0366;DOC_0375,DOC_0366;DOC_0375,,,,DOC_0366;DOC_0375,DOC_0375,,DOC_0366,DOC_0366,DOC_0366
RES_0183,Nicole H.,1958-07-23,1,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0366,DOC_0366,,,,DOC_0366,,,DOC_0366,DOC_0366,DOC_0366
RES_0184,Eugene Walker,1997-05-11,3,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0367;DOC_0369,DOC_0367;DOC_0369;DOC_0435,,,,DOC_0367;DOC_0369;DOC_0435,,,DOC_0367;DOC_0369,DOC_0367;DOC_0369;DOC_0435,DOC_0367;DOC_0369;DOC_0435
RES_0185,Jasmine House,1970-05-15,2,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0367;DOC_0373,DOC_0367;DOC_0373,,,,DOC_0367;DOC_0373,DOC_0373,,DOC_0367,DOC_0367,DOC_0367
RES_0186,Theresa Harris,1949-03-31,4,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0367;DOC_0370;DOC_0374,DOC_0367;DOC_0370;DOC_0374;DOC_0403,,,,DOC_0367;DOC_0370;DOC_0374,DOC_0374,,DOC_0367;DOC_0370,DOC_0367;DOC_0370;DOC_0403,DOC_0367;DOC_0370;DOC_0403
RES_0187,Theodore Sharp,1970-10-14,2,0.9,auto_accepted,1,1,0,0,0,1,0,0,1,1,1,DOC_0367;DOC_0443,DOC_0367;DOC_0443,,,,DOC_0367,,,DOC_0367,DOC_0367;DOC_0443,DOC_0367;DOC_0443
RES_0188,Tamara Waller,1971-05-23,3,0.9,auto_accepted,1,1,0,0,0,1,1,0,1,1,1,DOC_0367;DOC_0374,DOC_0367;DOC_0374;DOC_0421,,,,DOC_0367;DOC_0374;DOC_0421,DOC_0374,,DOC_0367,DOC_0367;DOC_0421,DOC_0367;DOC_0421
